02966317000293 56998701003212 "AVENIDA PORTUGAL 1100 ITAPEVI SP BRASIL"
02970228000130 71149975000124 "RODOVIA BR 354 SN CAMPO BELO MG BRASIL"
02973358000126 10613614000283 "RUA DO SOLDADO 730 CONTAGEM MG BRASIL"
02973358000126 70992359000330 "RUA DO SOLDADO 730 CONTAGEM MG BRASIL"
02977499000117 65357162000127 "RUA BONFIM 626 BELO HORIZONTE MG BRASIL"
02983669000176 25465238000113 "RUA ALVARENGA PEIXOTO 683 BELO HORIZONTE MG BRASIL"
02989244000174 09452421000128 "AVENIDA RAJA GABAGLIA 2000 BELO HORIZONTE MG BRASIL"
02989244000174 18046970000193 "AVENIDA RAJA GABAGLIA 2000 BELO HORIZONTE MG BRASIL"
02989244000174 19173310000136 "AVENIDA RAJA GABAGLIA 2000 BELO HORIZONTE MG BRASIL"
02995243000132 01246944000106 "AVENIDA PRUDENTE DE MORAIS 621 BELO HORIZONTE MG BRASIL"
02995243000132 65153470000130 "AVENIDA PRUDENTE DE MORAIS 621 BELO HORIZONTE MG BRASIL"
02996598000146 13018782000138 "RUA DOM BOSCO 34 CORONEL FABRICIANO MG BRASIL"
02997091000107 01001344000188 "RUA DA BAHIA 1148 BELO HORIZONTE MG BRASIL"
02997091000107 10261010000134 "RUA DA BAHIA 1148 BELO HORIZONTE MG BRASIL"
02997091000107 17383375000180 "RUA DA BAHIA 1148 BELO HORIZONTE MG BRASIL"
03002479000193 14614914000157 "RODOVIA BR 459 SN CONGONHAL MG BRASIL"
03003248000102 23950725000146 "RUA IRMAOS GUEDES DE MORAIS 23 MIRADOURO MG BRASIL"
03006106000271 04754795000184 "RUA SEBASTIAO FABIANO DIAS 210 BELO HORIZONTE MG BRASIL"
03006106000271 09265674000192 "RUA SEBASTIAO FABIANO DIAS 210 BELO HORIZONTE MG BRASIL"
03006106000271 18900637000108 "RUA SEBASTIAO FABIANO DIAS 210 BELO HORIZONTE MG BRASIL"
03047211000178 09445382000131 "RUA TANGUANHANHA 571 PIRAUBA MG BRASIL"
03050715000147 17646341000131 "RUA HILARIO GUEDES 525 SENHORA DOS REMEDIOS MG BRASIL"
03087551000122 25117102000112 "RODOVIA BR 116 S/N TEOFILO OTONI MG BRASIL"
03119423000113 05908905000188 "RUA MATIAS CARDOSO 63 BELO HORIZONTE MG BRASIL"
03135637000850 25031668000127 "AVENIDA FLAVIO DOS SANTOS 317 BELO HORIZONTE MG BRASIL"
03145640000188 01622797000121 "RUA RANULFO ALVARES 708 GOVERNADOR VALADARES MG BRASIL"
03159602000184 17707140000105 "AVENIDA TENENTE MARQUES 3385 CAJAMAR SP BRASIL"
03161658000173 25021365000123 "AVENIDA OLEGARIO MACIEL 2345 BELO HORIZONTE MG BRASIL"
03161658000173 27251185000163 "AVENIDA OLEGARIO MACIEL 2345 BELO HORIZONTE MG BRASIL"
03162982000106 20232336000197 "AVENIDA AMAZONAS 5416 BELO HORIZONTE MG BRASIL"
03168125000113 27809363000129 "RUA BARAO DE AQUINO 167 JUIZ DE FORA MG BRASIL"
03169846000148 13815968000118 "RUA FRANCO LIMA 118 BELO HORIZONTE MG BRASIL"
03176905000105 11201818000199 "AVENIDA JOAO XXIII 222 UBERLANDIA MG BRASIL"
03180690000104 81887838000655 "RUA GENERAL POTIGUARA 1428 CURITIBA PR BRASIL"
03188198000509 05944604000371 "AVENIDA PORTUGAL 1100 ITAPEVI SP BRASIL"
03188198000509 12600168000117 "AVENIDA PORTUGAL 1100 ITAPEVI SP BRASIL"
03188198000509 54516661002732 "AVENIDA PORTUGAL 1100 ITAPEVI SP BRASIL"
03189731000115 14669404000187 "RUA MODESTO JUSTINO DE OLIVEIRA 100 ITAMBE DO MATO DENTRO MG BRASIL"
03192073000110 01804286000120 "AVENIDA WENCESLAU BRAZ 2222 POCOS DE CALDAS MG BRASIL"
03192073000110 09326779000104 "AVENIDA WENCESLAU BRAZ 2222 POCOS DE CALDAS MG BRASIL"
03192073000110 22521637000166 "AVENIDA WENCESLAU BRAZ 2222 POCOS DE CALDAS MG BRASIL"
03192073000110 64329683000108 "AVENIDA WENCESLAU BRAZ 2222 POCOS DE CALDAS MG BRASIL"
03213418000175 61012811000105 "RUA SANTA ALBERTINA 487 PIRACICABA SP BRASIL"
03215751000113 28746778000163 "AVENIDA ANITA MENDES 1411 RIO CASCA MG BRASIL"
03226869000147 12401841000190 "AVENIDA AFONSO PENA 486 MONTES CLAROS MG BRASIL"
