03746398000289,05266324000351	735001	17160	2	1	17160
12063548000160,19014794000170	794980	16600	2	1	16600
03245703000178,07989229000140	836734	15800	2	1	15800
03417494000100,08072145000100	856877	15221	2	1	15221
04389531000179,16802563000133	790812	14520	2	1	14520
08538628000157,08640297000161	887754	13850	2	1	13850
05194502000114,42900852000185	776452,776456,776471	13449	2	3	13449
10641500000166,19485623000120	830533	12000	2	1	12000
07019009000193,10709067000153	800357	11820	2	1	11820
03768632000198,05164426000102	744823	11691	2	1	11691
00435409000130,01437362000107	973602	11400	2	1	11400
05968191000284,26326421000109	910009	11400	2	1	11400
09265033000138,09666624000117	768886	11270	2	1	11270
09650705000129,18023366000141	756773	11050	2	1	11050
19910600000115,42864363000115	938657	10555	2	1	10555
04454873000125,08880595000129	983980	9440	2	1	9440
00684182000167,16850359000198	980216	8120	2	1	8120
61198164000160,61198164000321	762291	3424	2	1	3424
08517373000146,17318757000120	953039	2309	2	1	2309
19063728000190,21013054000161	952914	473	2	1	473
00444990000157,04272725000190	155611	0	2	1	0
05594006000158,23946916000134	981556	0	2	1	0
07352299000192,22538375000142	773161	0	2	1	0
